age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
52,Local-gov,215646,5th-6th,6,Married-civ-spouse,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Male,4064,1876,50,Thailand,<=50K.
90,Local-gov,83311,1st-4th,9,Divorced,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,25236,0,45,Philippines,<=50K
77,Private,173449,Preschool,12,Married-spouse-absent,Sales,Wife,Other,Female,8614,1762,16,United-States,<=50K
84,Private,350977,1st-4th,14,Married-AF-spouse,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,4650,2179,44,Iran,<=50K
29,Never-worked,89686,7th-8th,5,Married-spouse-absent,Craft-repair,Unmarried,Black,Male,2174,1762,60,Cuba,>50K
17,Local-gov,215646,Some-college,6,Separated,Armed-Forces,Not-in-family,White,Female,2597,1977,24,Puerto-Rico,>50K
56,?,83311,Bachelors,3,Married-AF-spouse,Machine-op-inspct,Other-relative,Other,Female,14084,1977,45,Italy,>50K
45,Never-worked,215646,Doctorate,16,Never-married,Tech-support,Unmarried,White,Male,2050,1876,70,Honduras,<=50K
18,Never-worked,83311,Doctorate,15,Married-spouse-absent,Transport-moving,Wife,Black,Female,3674,1887,22,South,<=50K.
21,Private,215646,Assoc-voc,1,Divorced,Tech-support,Unmarried,White,Male,7688,1741,50,Italy,>50K
23,Private,89686,Prof-school,4,Married-AF-spouse,Sales,Husband,White,Male,1111,1573,58,Thailand,>50K.
89,Self-emp-inc,173449,10th,5,Never-married,Protective-serv,Own-child,Black,Female,2597,1762,43,Ecuador,>50K.
80,,89686,Preschool,5,Married-AF-spouse,Prof-specialty,Other-relative,Black,Female,34095,0,46,United-States,<=50K
45,Never-worked,77516,Bachelors,6,Married-AF-spouse,Priv-house-serv,Other-relative,Other,Female,8614,1762,46,Puerto-Rico,<=50K
75,Self-emp-not-inc,173449,10th,10,Married-spouse-absent,Priv-house-serv,Husband,Amer-Indian-Eskimo,Female,2597,1741,32,Mexico,<=50K.
79,,215646,5th-6th,14,Married-spouse-absent,Tech-support,Not-in-family,Asian-Pac-Islander,Male,7688,1980,36,Cambodia,<=50K.
30,,215646,12th,3,Never-married,Exec-managerial,Unmarried,White,Female,2407,1980,41,Cambodia,<=50K.
35,Local-gov,83311,1st-4th,2,Married-AF-spouse,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Female,7688,1887,80,South,>50K.
83,?,215646,Masters,5,Divorced,Priv-house-serv,Own-child,White,Male,2050,1816,41,South,<=50K.
64,Private,350977,Prof-school,7,Never-married,Exec-managerial,Husband,Other,Female,14084,1485,60,India,<=50K.
22,Private,215646,Some-college,1,Married-spouse-absent,Priv-house-serv,Not-in-family,Other,Female,0,1485,16,Honduras,>50K.
43,,89686,Bachelors,5,Separated,Farming-fishing,Wife,Amer-Indian-Eskimo,Male,1055,1762,40,Honduras,>50K.
75,?,83311,Assoc-voc,10,Never-married,Farming-fishing,Not-in-family,Asian-Pac-Islander,Female,5013,1741,15,Columbia,<=50K.
79,Private,77516,HS-grad,14,Separated,?,Wife,Black,Female,2176,1980,24,Mexico,<=50K
85,Without-pay,89686,Prof-school,1,Married-spouse-absent,Sales,Not-in-family,Other,Female,9386,1741,48,Columbia,<=50K.
80,Without-pay,89686,Bachelors,15,Married-AF-spouse,?,Not-in-family,Black,Female,4101,1408,60,Ecuador,>50K.
87,Never-worked,215646,Doctorate,12,Married-spouse-absent,Handlers-cleaners,Own-child,Other,Male,3674,1980,24,Puerto-Rico,>50K.
23,Self-emp-inc,215646,7th-8th,6,Married-civ-spouse,Transport-moving,Unmarried,Black,Male,1055,1902,35,United-States,<=50K
69,Without-pay,89686,Assoc-voc,15,Married-AF-spouse,,Other-relative,Black,Male,3411,1485,80,Thailand,<=50K.
18,Self-emp-inc,215646,12th,3,Never-married,Farming-fishing,Other-relative,Black,Female,2174,1573,20,Jamaica,>50K.
51,Without-pay,173449,Doctorate,1,Married-AF-spouse,,Own-child,Black,Male,3464,0,46,Canada,>50K
21,Federal-gov,89686,10th,6,Married-spouse-absent,Priv-house-serv,Husband,Black,Male,4650,1980,35,Cuba,<=50K.
51,Without-pay,77516,HS-grad,2,Divorced,Priv-house-serv,Husband,Amer-Indian-Eskimo,Female,34095,1887,42,?,<=50K.
51,,173449,Some-college,6,Widowed,Armed-Forces,Other-relative,White,Male,2407,2206,60,Jamaica,<=50K.
76,Local-gov,83311,1st-4th,8,Separated,Exec-managerial,Husband,Other,Female,3411,1741,48,United-States,>50K.
76,Private,77516,11th,4,Married-civ-spouse,Prof-specialty,Not-in-family,Other,Male,15024,0,24,Italy,<=50K.
40,?,77516,Prof-school,5,Separated,Protective-serv,Wife,Asian-Pac-Islander,Male,594,1485,56,Cambodia,<=50K.
52,Without-pay,77516,Masters,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,34095,1741,35,Jamaica,>50K.
71,Never-worked,83311,5th-6th,5,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,4650,1741,15,Poland,<=50K
54,Never-worked,77516,Masters,4,Never-married,?,Other-relative,Asian-Pac-Islander,Male,2174,1340,52,Germany,<=50K.
90,Private,77516,Assoc-acdm,3,Never-married,,Wife,Black,Female,2407,1876,48,India,<=50K.
73,,350977,5th-6th,2,Widowed,Priv-house-serv,Unmarried,Asian-Pac-Islander,Male,2174,2206,41,Poland,>50K.
47,State-gov,77516,11th,16,Never-married,Exec-managerial,Wife,Asian-Pac-Islander,Male,25236,1876,52,Italy,>50K
71,,350977,Doctorate,1,Never-married,Adm-clerical,Unmarried,White,Male,4386,1741,50,India,>50K.
22,,350977,10th,7,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,3674,1719,40,Thailand,>50K.
26,State-gov,215646,10th,9,Widowed,Craft-repair,Husband,Black,Male,7298,1564,70,Poland,<=50K
34,Never-worked,215646,11th,1,Married-AF-spouse,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Female,6849,1485,80,Mexico,<=50K.
65,Self-emp-inc,215646,10th,1,Never-married,Transport-moving,Not-in-family,White,Male,15024,2206,52,Puerto-Rico,>50K.
69,Without-pay,173449,Bachelors,5,Widowed,Farming-fishing,Wife,White,Female,1055,1980,44,Poland,<=50K
26,,173449,Masters,13,Widowed,Armed-Forces,Unmarried,Other,Male,2597,1980,35,Columbia,<=50K
88,,89686,Masters,10,Married-spouse-absent,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,5013,1340,13,Columbia,>50K
84,,77516,10th,4,Separated,Priv-house-serv,Own-child,Black,Male,4101,1980,16,Italy,<=50K
77,Never-worked,83311,Doctorate,13,Married-AF-spouse,Sales,Husband,Other,Female,2176,1340,32,Philippines,<=50K
34,Local-gov,83311,12th,3,Married-spouse-absent,?,Unmarried,Black,Female,7298,1816,43,Cuba,>50K.
36,Never-worked,173449,1st-4th,7,Widowed,?,Other-relative,Black,Female,4101,2179,35,Philippines,>50K
66,?,173449,Doctorate,16,Widowed,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,5013,1340,50,South,<=50K
38,,83311,Assoc-voc,2,Separated,Handlers-cleaners,Unmarried,Black,Male,2176,1408,70,Honduras,<=50K
70,Self-emp-not-inc,77516,12th,8,Never-married,Transport-moving,Own-child,Amer-Indian-Eskimo,Female,34095,2206,42,Cambodia,>50K
32,Private,89686,Assoc-acdm,5,Married-civ-spouse,Sales,Other-relative,Amer-Indian-Eskimo,Male,4650,2206,30,Jamaica,>50K.
51,,89686,11th,13,Divorced,Farming-fishing,Wife,Other,Male,0,1762,44,Germany,>50K
47,Local-gov,89686,Doctorate,13,Separated,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,20051,1485,20,Poland,<=50K
22,Never-worked,83311,Assoc-voc,10,Divorced,Armed-Forces,Husband,Amer-Indian-Eskimo,Female,25236,1902,40,?,>50K
66,Local-gov,350977,Assoc-voc,13,Separated,,Not-in-family,Black,Female,3464,2206,35,Italy,>50K
77,Never-worked,83311,Doctorate,16,Never-married,Other-service,Wife,White,Male,0,1876,25,Iran,>50K
42,Without-pay,83311,Some-college,11,Married-spouse-absent,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Female,3464,1977,30,Ecuador,>50K.
37,?,350977,Masters,11,Separated,,Not-in-family,Asian-Pac-Islander,Male,8614,1762,16,United-States,<=50K.
90,Never-worked,215646,Some-college,13,Widowed,?,Not-in-family,White,Female,25236,1977,50,Mexico,>50K.
69,Self-emp-not-inc,77516,12th,13,Never-married,Craft-repair,Husband,Black,Female,4650,2042,41,Thailand,>50K
24,Self-emp-not-inc,173449,5th-6th,1,Married-AF-spouse,Other-service,Husband,White,Female,34095,1876,38,Iran,>50K.
67,Private,350977,10th,11,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,4386,1340,44,Cuba,<=50K
36,State-gov,89686,Prof-school,11,Married-spouse-absent,Adm-clerical,Husband,White,Female,8614,1762,32,Ecuador,<=50K
37,Never-worked,350977,Bachelors,3,Widowed,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Male,9386,1564,15,Philippines,>50K
21,?,83311,Bachelors,13,Divorced,Sales,Other-relative,Asian-Pac-Islander,Male,4386,1485,50,Ecuador,>50K.
56,Without-pay,350977,7th-8th,6,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,3411,1340,42,Jamaica,<=50K.
86,Without-pay,173449,Preschool,5,Divorced,Adm-clerical,Wife,Amer-Indian-Eskimo,Male,9386,1564,30,Jamaica,>50K
85,,215646,12th,10,Married-spouse-absent,?,Own-child,White,Male,2174,0,70,Italy,<=50K.
30,Local-gov,215646,Assoc-voc,2,Never-married,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,7298,1887,43,Canada,<=50K
50,Federal-gov,77516,10th,2,Married-AF-spouse,Prof-specialty,Not-in-family,White,Male,6849,1564,58,Poland,>50K.
62,?,350977,5th-6th,8,Widowed,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,4386,0,30,Canada,>50K
28,,83311,Assoc-voc,2,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,2597,2042,24,Poland,<=50K
76,Federal-gov,173449,Masters,7,Married-spouse-absent,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,7298,1408,40,Iran,>50K.
56,?,350977,5th-6th,15,Widowed,Machine-op-inspct,Own-child,Other,Female,4064,1340,15,United-States,<=50K.
79,Without-pay,350977,10th,8,Divorced,Other-service,Other-relative,Asian-Pac-Islander,Male,594,1408,45,Iran,<=50K.
58,Local-gov,83311,Assoc-acdm,5,Widowed,Farming-fishing,Not-in-family,Asian-Pac-Islander,Female,2597,1876,45,Ecuador,<=50K.
68,Self-emp-inc,215646,5th-6th,6,Married-civ-spouse,?,Husband,White,Male,34095,1564,16,Germany,>50K
66,Self-emp-not-inc,77516,Prof-school,1,Divorced,Protective-serv,Wife,White,Male,4386,1485,80,Jamaica,<=50K.
45,Self-emp-not-inc,215646,Some-college,9,Married-spouse-absent,Sales,Wife,Black,Female,5178,1719,22,Iran,<=50K
90,Never-worked,173449,11th,9,Widowed,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,14344,2042,80,Germany,>50K
33,Never-worked,89686,12th,15,Divorced,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,4101,1816,70,Canada,>50K
36,Never-worked,77516,Prof-school,10,Married-AF-spouse,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,4101,1719,35,Philippines,<=50K.
37,,350977,11th,7,Never-married,Sales,Other-relative,Asian-Pac-Islander,Female,7298,2179,56,Columbia,>50K.
23,Federal-gov,83311,Masters,9,Married-AF-spouse,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,1055,2042,13,Cambodia,<=50K
73,Without-pay,173449,Some-college,7,Married-civ-spouse,?,Own-child,Asian-Pac-Islander,Female,1111,2179,38,Cambodia,<=50K.
38,Without-pay,350977,Doctorate,12,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,7688,1980,13,Thailand,>50K
72,State-gov,83311,10th,8,Widowed,Armed-Forces,Wife,White,Female,6849,1977,40,Ecuador,>50K.
61,Never-worked,173449,10th,1,Separated,Farming-fishing,Unmarried,Asian-Pac-Islander,Male,8614,1887,80,Iran,<=50K.
59,?,215646,Some-college,6,Divorced,Sales,Wife,White,Female,14344,1340,28,Ecuador,<=50K
86,,350977,9th,16,Widowed,Craft-repair,Other-relative,Asian-Pac-Islander,Female,2407,1977,22,Columbia,<=50K
50,Never-worked,173449,Doctorate,12,Never-married,Adm-clerical,Not-in-family,White,Female,4386,1340,20,India,<=50K.
87,Private,89686,Masters,8,Separated,Priv-house-serv,Own-child,Other,Female,2176,0,22,Cuba,<=50K.
63,Never-worked,77516,Assoc-voc,4,Married-AF-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Female,2174,1902,41,India,<=50K.
52,Private,215646,10th,2,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,2174,1340,58,Iran,<=50K.
26,Local-gov,215646,HS-grad,1,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,7688,1816,58,Germany,>50K
55,Without-pay,77516,1st-4th,6,Separated,Handlers-cleaners,Other-relative,Other,Male,1409,1876,13,Canada,>50K.
43,Private,89686,9th,12,Divorced,Craft-repair,Unmarried,Other,Male,4650,1762,42,Puerto-Rico,<=50K
52,,83311,Assoc-voc,11,Never-married,Craft-repair,Wife,Amer-Indian-Eskimo,Female,5013,1980,22,Puerto-Rico,>50K.
20,Never-worked,350977,Assoc-acdm,10,Widowed,Adm-clerical,Other-relative,White,Male,3464,1977,36,India,>50K.
77,Private,89686,Prof-school,12,Never-married,Handlers-cleaners,Own-child,Other,Male,1055,1887,24,Columbia,>50K.
42,Without-pay,77516,Assoc-voc,6,Widowed,Exec-managerial,Not-in-family,Other,Female,14084,1816,20,Cambodia,>50K.
53,?,83311,11th,5,Divorced,Sales,Unmarried,Black,Male,3674,1902,45,Cuba,<=50K.
51,Local-gov,77516,Bachelors,1,Married-AF-spouse,Transport-moving,Husband,Asian-Pac-Islander,Female,20051,2179,38,India,<=50K
88,State-gov,83311,Bachelors,16,Never-married,Armed-Forces,Husband,Asian-Pac-Islander,Male,4386,1876,52,United-States,<=50K.
90,Self-emp-not-inc,89686,HS-grad,15,Married-AF-spouse,Prof-specialty,Not-in-family,Black,Female,1055,1719,24,Mexico,>50K.
46,?,215646,Assoc-acdm,5,Divorced,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Male,0,1719,35,Puerto-Rico,>50K.
55,Local-gov,89686,Masters,11,Separated,?,Not-in-family,Amer-Indian-Eskimo,Male,594,2206,36,Ecuador,>50K.
69,Self-emp-not-inc,77516,10th,14,Widowed,Tech-support,Not-in-family,Asian-Pac-Islander,Female,15024,1980,44,Italy,>50K.
51,Self-emp-inc,350977,1st-4th,10,Never-married,Exec-managerial,Not-in-family,White,Female,4101,1719,22,Cambodia,<=50K
39,Self-emp-inc,350977,Masters,3,Married-AF-spouse,Other-service,Other-relative,White,Male,15024,1573,35,Puerto-Rico,<=50K
75,Federal-gov,173449,11th,4,Divorced,Protective-serv,Wife,Black,Female,25236,1816,35,Canada,<=50K
53,Without-pay,77516,5th-6th,14,Married-AF-spouse,?,Husband,Black,Female,3411,1573,22,Ecuador,>50K
73,Private,173449,Assoc-acdm,12,Divorced,?,Husband,Black,Female,4650,1762,42,?,<=50K.
64,Without-pay,215646,Assoc-voc,8,Widowed,Other-service,Not-in-family,Other,Male,14084,1977,20,Mexico,>50K.
90,Never-worked,77516,Doctorate,15,Separated,,Not-in-family,Amer-Indian-Eskimo,Male,20051,1485,60,India,>50K
36,Local-gov,89686,Doctorate,10,Widowed,Prof-specialty,Own-child,Other,Female,6849,1408,30,Canada,>50K
83,,77516,Prof-school,16,Widowed,Other-service,Unmarried,Black,Male,3411,1887,46,Ecuador,<=50K
52,Without-pay,89686,10th,12,Married-AF-spouse,Transport-moving,Other-relative,Black,Male,14344,2179,15,Cambodia,>50K
62,Local-gov,77516,9th,13,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,25236,1485,35,South,<=50K.
47,,173449,HS-grad,10,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,5013,1876,20,India,<=50K.
81,Private,215646,11th,1,Separated,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Male,8614,0,36,Philippines,>50K
63,Private,173449,5th-6th,12,Married-AF-spouse,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,4064,1573,32,Canada,>50K.
17,Without-pay,77516,Masters,4,Divorced,Adm-clerical,Not-in-family,Other,Male,8614,1977,70,Italy,>50K
55,Private,350977,5th-6th,8,Separated,Tech-support,Husband,Other,Male,3411,1573,52,Canada,>50K.
39,Self-emp-inc,77516,Doctorate,3,Divorced,,Wife,Asian-Pac-Islander,Male,3674,1887,46,Poland,<=50K.
89,Federal-gov,215646,7th-8th,7,Never-married,Machine-op-inspct,Husband,White,Male,14084,0,43,Mexico,>50K
45,?,350977,Bachelors,6,Never-married,Transport-moving,Wife,Amer-Indian-Eskimo,Female,5013,1977,32,Mexico,>50K.
62,Never-worked,173449,Assoc-acdm,4,Married-spouse-absent,Sales,Not-in-family,White,Female,1055,1876,25,Italy,>50K.
23,Federal-gov,173449,Some-college,11,Widowed,Prof-specialty,Wife,Black,Female,14344,1719,40,Germany,>50K
76,,89686,Assoc-voc,16,Married-civ-spouse,?,Own-child,White,Male,2174,1980,43,Jamaica,>50K.
63,State-gov,173449,7th-8th,2,Never-married,Craft-repair,Other-relative,Other,Male,4386,1719,46,Ecuador,<=50K
61,Self-emp-not-inc,215646,Doctorate,11,Married-AF-spouse,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Male,4101,2042,42,Jamaica,<=50K.
89,Federal-gov,83311,10th,4,Married-AF-spouse,Transport-moving,Husband,Other,Female,34095,1573,35,South,>50K
39,Self-emp-inc,89686,5th-6th,9,Married-civ-spouse,Priv-house-serv,Not-in-family,Other,Male,5013,1977,22,?,<=50K.
49,State-gov,89686,1st-4th,16,Never-married,Other-service,Not-in-family,Other,Female,4386,1980,24,India,<=50K.
46,Federal-gov,350977,Assoc-voc,10,Separated,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Female,4101,1977,13,Canada,<=50K.
89,State-gov,89686,Assoc-acdm,16,Widowed,Transport-moving,Unmarried,White,Female,3464,1340,28,?,>50K
61,,83311,11th,3,Never-married,Exec-managerial,Wife,White,Male,1409,1816,38,England,<=50K.
42,Self-emp-inc,89686,Masters,12,Divorced,Exec-managerial,Own-child,Other,Male,2597,1408,48,Philippines,<=50K.
53,Without-pay,83311,Doctorate,8,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,8614,1887,16,Ecuador,>50K.
28,Federal-gov,215646,Assoc-acdm,8,Married-spouse-absent,Machine-op-inspct,Husband,White,Female,1055,1816,41,Honduras,<=50K.
28,?,83311,Preschool,5,Married-AF-spouse,,Husband,Asian-Pac-Islander,Female,5178,1340,32,Honduras,>50K.
41,,215646,7th-8th,5,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Female,2597,2206,13,Canada,>50K
78,Without-pay,173449,Assoc-acdm,10,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander,Male,9386,1340,32,Mexico,<=50K.
61,Local-gov,83311,9th,7,Married-civ-spouse,Transport-moving,Own-child,Asian-Pac-Islander,Female,1409,1977,36,England,>50K.
65,Never-worked,83311,Prof-school,11,Married-AF-spouse,Adm-clerical,Not-in-family,Black,Female,4386,0,48,Jamaica,<=50K.
57,Never-worked,77516,Masters,1,Separated,Exec-managerial,Own-child,Black,Female,3411,1485,70,Mexico,<=50K
56,Without-pay,77516,Doctorate,11,Married-civ-spouse,Transport-moving,Own-child,Amer-Indian-Eskimo,Female,2597,1876,56,Cuba,<=50K
63,Self-emp-not-inc,83311,Bachelors,9,Divorced,Other-service,Own-child,Amer-Indian-Eskimo,Male,34095,2179,48,Poland,<=50K.
18,,83311,Masters,4,Married-spouse-absent,Craft-repair,Other-relative,Black,Female,7298,1408,22,Canada,<=50K.
20,Federal-gov,173449,Preschool,5,Married-spouse-absent,Transport-moving,Husband,White,Male,0,1719,48,Columbia,>50K.
36,Without-pay,350977,Assoc-voc,12,Widowed,,Other-relative,Asian-Pac-Islander,Female,2174,2179,52,Ecuador,>50K
59,Private,89686,HS-grad,8,Married-AF-spouse,Prof-specialty,Unmarried,White,Female,1055,2179,36,Iran,<=50K
25,Never-worked,83311,Some-college,14,Widowed,Sales,Husband,Amer-Indian-Eskimo,Male,2174,1485,60,India,>50K.
76,,350977,10th,11,Never-married,Prof-specialty,Own-child,Black,Female,8614,2206,44,Thailand,<=50K.
69,Never-worked,77516,Preschool,13,Married-AF-spouse,Transport-moving,Own-child,White,Male,4650,0,13,Iran,<=50K
23,?,173449,11th,5,Widowed,Armed-Forces,Not-in-family,Other,Female,25236,1977,80,Ecuador,>50K
24,Federal-gov,215646,7th-8th,10,Separated,Other-service,Not-in-family,White,Female,5013,1340,13,Thailand,>50K
87,,215646,Bachelors,4,Married-civ-spouse,Transport-moving,Wife,Other,Male,20051,1816,24,?,>50K.
53,Self-emp-inc,350977,12th,5,Never-married,Priv-house-serv,Husband,White,Male,3464,1887,45,Iran,<=50K
19,?,215646,Masters,16,Married-AF-spouse,Prof-specialty,Own-child,White,Female,7688,1408,43,Canada,<=50K
82,Never-worked,173449,Assoc-voc,2,Separated,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Female,25236,1485,58,Cambodia,>50K.
63,Federal-gov,83311,Assoc-acdm,9,Divorced,Tech-support,Unmarried,Black,Male,594,1977,13,Iran,<=50K.
79,Federal-gov,89686,7th-8th,6,Married-civ-spouse,Prof-specialty,Wife,Black,Male,3411,0,55,Puerto-Rico,>50K
90,State-gov,83311,Preschool,5,Married-spouse-absent,Craft-repair,Husband,Black,Female,3674,1340,25,Cuba,>50K.
44,Local-gov,89686,Assoc-voc,2,Married-spouse-absent,Other-service,Wife,White,Male,7688,1980,40,Columbia,>50K.
32,Federal-gov,215646,9th,16,Widowed,,Other-relative,Amer-Indian-Eskimo,Male,2176,1564,45,Jamaica,>50K.
23,?,77516,Assoc-acdm,8,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,14084,1741,56,India,>50K.
19,Never-worked,77516,Masters,6,Married-civ-spouse,Protective-serv,Other-relative,Asian-Pac-Islander,Female,5013,1719,13,Italy,>50K
46,,215646,5th-6th,15,Never-married,Other-service,Not-in-family,Black,Male,1409,1564,24,Jamaica,<=50K.
44,,215646,5th-6th,1,Widowed,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,6849,1340,22,United-States,>50K.
48,Local-gov,89686,Bachelors,12,Widowed,Craft-repair,Other-relative,Asian-Pac-Islander,Female,14344,1876,41,Poland,<=50K
41,Without-pay,89686,Preschool,14,Divorced,Other-service,Unmarried,Other,Male,7298,1887,36,Cuba,<=50K.
55,Federal-gov,89686,Assoc-acdm,7,Married-AF-spouse,Prof-specialty,Own-child,White,Female,4650,1741,24,South,>50K
35,Self-emp-not-inc,173449,Bachelors,1,Married-AF-spouse,Adm-clerical,Other-relative,White,Male,4650,1876,48,Ecuador,>50K.
67,Federal-gov,77516,Preschool,5,Married-spouse-absent,?,Own-child,Amer-Indian-Eskimo,Male,20051,1887,60,Canada,<=50K
60,Without-pay,350977,12th,8,Widowed,Farming-fishing,Husband,White,Female,4650,1485,20,Iran,>50K.
43,Never-worked,83311,Assoc-acdm,3,Never-married,,Other-relative,Asian-Pac-Islander,Female,14084,1980,56,Puerto-Rico,<=50K
76,Local-gov,77516,HS-grad,8,Separated,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,1409,1977,60,Italy,<=50K.
62,State-gov,350977,5th-6th,1,Never-married,Transport-moving,Wife,White,Female,20051,1719,16,England,<=50K.
34,Without-pay,89686,11th,13,Married-spouse-absent,Sales,Other-relative,Asian-Pac-Islander,Male,15024,1816,70,Mexico,>50K
61,Local-gov,350977,Preschool,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,2174,2179,58,Canada,<=50K.
79,Federal-gov,77516,Masters,2,Married-spouse-absent,Other-service,Own-child,White,Male,594,1762,45,Italy,>50K
69,Self-emp-inc,215646,12th,6,Never-married,Exec-managerial,Husband,Other,Male,2174,0,20,Poland,>50K.
37,Self-emp-not-inc,83311,7th-8th,4,Married-civ-spouse,Prof-specialty,Other-relative,Black,Female,2050,2206,55,Italy,<=50K
50,Self-emp-inc,215646,Assoc-voc,7,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,5178,1902,48,Philippines,>50K
87,Never-worked,89686,7th-8th,11,Divorced,,Not-in-family,Asian-Pac-Islander,Male,6849,2206,28,Cuba,<=50K
40,,173449,Assoc-voc,14,Widowed,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,2176,1902,24,Puerto-Rico,<=50K.
85,?,89686,Some-college,14,Married-AF-spouse,Transport-moving,Unmarried,Amer-Indian-Eskimo,Female,7298,2042,58,Poland,>50K.
26,Private,215646,Masters,7,Divorced,Priv-house-serv,Husband,Black,Male,14344,1408,38,Puerto-Rico,<=50K
64,Self-emp-inc,77516,5th-6th,11,Never-married,,Not-in-family,Black,Male,5013,2042,32,India,<=50K
74,State-gov,173449,Preschool,16,Separated,?,Unmarried,Black,Female,14084,2206,45,?,<=50K.
63,Self-emp-inc,215646,12th,6,Married-spouse-absent,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,14344,2179,13,Cuba,<=50K.
82,Federal-gov,350977,Prof-school,10,Married-AF-spouse,Tech-support,Own-child,Asian-Pac-Islander,Female,2597,2179,13,India,<=50K
64,Without-pay,173449,10th,14,Separated,Sales,Wife,Amer-Indian-Eskimo,Male,14084,1762,28,Ecuador,<=50K
61,Self-emp-inc,83311,11th,12,Separated,Transport-moving,Unmarried,Other,Male,5013,1564,32,Jamaica,<=50K
58,State-gov,83311,Assoc-acdm,2,Divorced,Adm-clerical,Other-relative,Black,Female,2050,1887,41,Cambodia,>50K
60,Federal-gov,89686,Bachelors,11,Separated,Armed-Forces,Own-child,Black,Female,25236,1816,30,Mexico,>50K.
81,Federal-gov,173449,HS-grad,6,Divorced,Transport-moving,Husband,Amer-Indian-Eskimo,Female,20051,1980,42,Columbia,<=50K.
22,Federal-gov,77516,Prof-school,1,Never-married,Exec-managerial,Unmarried,White,Female,594,1762,43,Honduras,<=50K
56,Never-worked,173449,Masters,11,Never-married,Armed-Forces,Wife,Asian-Pac-Islander,Male,5178,1876,32,Honduras,<=50K.
52,?,173449,5th-6th,7,Married-AF-spouse,Priv-house-serv,Other-relative,Other,Male,34095,1564,58,Jamaica,<=50K.
20,?,350977,1st-4th,14,Widowed,Craft-repair,Wife,Other,Female,2407,1977,43,Iran,<=50K.
41,Self-emp-inc,77516,Masters,14,Separated,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Male,9386,1719,30,India,>50K.
72,Without-pay,215646,11th,13,Widowed,Armed-Forces,Not-in-family,White,Male,15024,2206,52,Ecuador,<=50K.
70,Self-emp-inc,83311,5th-6th,10,Never-married,Exec-managerial,Unmarried,White,Male,2050,1564,15,Ecuador,>50K
77,Self-emp-not-inc,215646,Assoc-voc,9,Separated,Craft-repair,Husband,White,Male,4101,1408,46,United-States,<=50K
65,State-gov,89686,12th,14,Separated,Protective-serv,Not-in-family,Black,Male,4386,2206,43,Mexico,>50K
81,?,89686,Preschool,15,Separated,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,2174,1816,55,Germany,>50K
